,Ano de exibição,Título da obra,Gênero,País(es) produtor(es) da obra,Nacionalidade da obra,Empresa distribuidora,Origem da empresa distribuidora,Público no ano de exibição,Renda (R$) no ano de exibição
911,2018,Em 97 Era Assim,Ficção,Brasil,Brasileira,Bretz Filmes,Distribuição Nacional,1238.0,14283.0
912,2018,Em Busca de Fellini*,Ficção,Estados Unidos,Estrangeira,Cineart Filmes,Distribuição Nacional,1128.0,12608.0
913,2018,Em Chamas,Ficção,Coréia do Sul,Estrangeira,Pandora Filmes,Distribuição Nacional,11412.0,174760.0
914,2018,Em Defesa De Cristo,Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,249.0,1942.0
915,2018,Em Guerra Por Amor,Ficção,Itália,Estrangeira,Espaço Filmes,Distribuição Nacional,3593.0,66304.0
916,2018,Em Nome Da América,Documentário,Brasil,Brasileira,Inquieta Cinema Cultura e Comunicação,Distribuição Nacional,1188.0,10648.0
917,2018,Em Pedaços,Ficção,"Alemanha, França",Estrangeira,Imovision,Distribuição Nacional,27731.0,459232.0
918,2018,Em Ritmo De Fuga,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Sony,Distribuição Internacional,67.0,390.0
919,2018,Em Um Mundo Interior,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,2364.0,23868.0
920,2018,Emma E As Cores Da Vida,Ficção,"França, Itália, Suíça",Estrangeira,Espaço Filmes,Distribuição Nacional,3951.0,69628.0
921,2018,Emoji - O Filme,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,314.0,2712.0
922,2018,Encantado,Animação,"Canadá, Estados Unidos",Estrangeira,Imagem,Distribuição Nacional,239360.0,3198777.0
923,2018,Encantados,Ficção,Brasil,Brasileira,Riofilme,Distribuição Nacional,2947.0,37364.0
924,2018,Encolhi A Professora,Ficção,"Alemanha, Áustria",Estrangeira,Alpha Filmes,Distribuição Nacional,23360.0,306927.0
925,2018,Entre-Laços,Ficção,Japão,Estrangeira,Lança Filmes,Distribuição Nacional,8263.0,128958.0
926,2018,Entrevista Com Deus,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,192128.0,2821741.0
927,2018,Era O Hotel Cambridge,Ficção,"Brasil, Espanha, França",Brasileira,Vitrine Filmes,Distribuição Nacional,13.0,68.0
928,2018,Era Uma Vez Um Deadpool,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,15210.0,246550.0
929,2018,Escobar: A Traição,Ficção,Espanha,Estrangeira,Califórnia,Distribuição Nacional,70879.0,1706043.0
930,2018,Escolas Em Luta,Documentário,Brasil,Brasileira,Taturana,Distribuição Nacional,311.0,2245.0
931,2018,Esplendor,Ficção,"França, Japão",Estrangeira,Imovision,Distribuição Nacional,8381.0,131481.0
932,2018,Esteros,Ficção,"Brasil, Argentina, França",Brasileira,Europa,Distribuição Nacional,133.0,1828.0
933,2018,Estrada De Sonhos,Documentário,Brasil,Brasileira,Com Domínio Filmes,Distribuição Nacional,332.0,4991.0
934,2018,Estradeiros,Documentário,Brasil,Brasileira,Boulevard Filmes,Distribuição Nacional,183.0,1275.0
935,2018,Estranhos no Paraíso,Ficção,"Alemanha, Estados Unidos",Estrangeira,Zeta Filmes,Distribuição Nacional,208.0,2634.0
936,2018,Estrelas De Cinema Nunca Morrem,Ficção,Reino Unido,Estrangeira,Diamond Films,Distribuição Nacional,11157.0,191444.0
937,2018,Estás Me Matando Susana,Ficção,"Canadá, México",Estrangeira,Mares Filmes/A2 Filmes,Distribuição Nacional,9596.0,150489.0
938,2018,Eu Não Sou Seu Negro,Documentário,"Bélgica, Estados Unidos, França, Suíça",Estrangeira,Imovision,Distribuição Nacional,152.0,1052.0
939,2018,Eu Só Posso Imaginar,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,253348.0,3729448.0
940,2018,"Eu, Daniel Blake",Ficção,"Bélgica, França, Reino Unido",Estrangeira,Imovision,Distribuição Nacional,109.0,753.0
941,2018,"Eu, Tonya",Ficção,Estados Unidos,Estrangeira,Califórnia,Distribuição Nacional,52413.0,903427.0
942,2018,Excelentíssimos,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,1949.0,24392.0
943,2018,Exorcismos E Demônios,Ficção,Estados Unidos,Estrangeira,Imagem/Califórnia,Distribuição Nacional,307908.0,4448092.0
944,2018,Ex-Pajé,Documentário,Brasil,Brasileira,Gullane Entretenimento,Distribuição Nacional,9133.0,130030.0
945,2018,Extraordinário*,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,2499804.0,36569687.0
946,2018,Faces De Uma Mulher,Ficção,França,Estrangeira,Alphaville Filmes,Distribuição Nacional,51.0,691.0
947,2018,Fala Comigo,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,39.0,158.0
948,2018,"Fala Sério, Mãe!*",Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,2028293.0,27397427.0
949,2018,Fantástica,Animação,China,Estrangeira,Lança Filmes,Distribuição Nacional,51505.0,489338.0
950,2018,Feliz Ano Velho,Ficção,Brasil,Brasileira,Brasil 1500,Distribuição Nacional,125.0,1035.0
951,2018,Ferrugem,Ficção,Brasil,Brasileira,Olhar Distribuição,Distribuição Nacional,27808.0,362004.0
952,2018,Fica Mais Escuro Antes Do Amanhecer,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,540.0,6648.0
953,2018,Filme Paisagem - Um Olhar Sobre Roberto Burle Marx,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,1837.0,25226.0
954,2018,Frozen: Uma Aventura Congelante,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1582.0,13778.0
955,2018,Fátima,Ficção,"Canadá, França",Estrangeira,Imovision,Distribuição Nacional,50.0,324.0
956,2018,"Fátima, O Último Mistério",Documentário,Espanha,Estrangeira,Cinemark Brasil,Distribuição Nacional,112174.0,1796451.0
957,2018,Fúria Em Alto Mar,Ficção,Estados Unidos,Estrangeira,Imagem/Califórnia,Distribuição Nacional,220193.0,3314751.0
958,2018,Gabriel e a Montanha*,Ficção,"França, Brasil",Brasileira,Bretz Filmes/Pagu Pictures,Distribuição Nacional,853.0,12414.0
959,2018,Gaby Estrella,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,37679.0,506245.0
960,2018,Gaga - O Amor Pela Dança,Documentário,"Alemanha, Holanda, Israel, Suécia",Estrangeira,Vitrine Filmes,Distribuição Nacional,8.0,50.0
961,2018,Garimpeiros Do Voto,Documentário,Brasil,Brasileira,Bizum,Distribuição Nacional,75.0,328.0
962,2018,Gauguin - Viagem Ao Taiti,Ficção,França,Estrangeira,Mares Filmes/A2 Filmes,Distribuição Nacional,23974.0,342744.0
963,2018,Goosebumps: Halloween Assombrado,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,338533.0,4730749.0
964,2018,Grandes Médicos,Documentário,Brasil,Brasileira,Accorde Audiovisuais,Distribuição Nacional,24.0,190.0
965,2018,Gringo - Vivo Ou Morto,Ficção,"Austrália, Estados Unidos",Estrangeira,Diamond Films,Distribuição Nacional,12388.0,246852.0
966,2018,Gritos e Sussurros,Ficção,Suécia,Estrangeira,F. J. Cines,Distribuição Nacional,584.0,7890.0
967,2018,Guardiões Da Galáxia Vol. 2,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,131.0,1153.0
968,2018,Guarnieri,Documentário,Brasil,Brasileira,Mira Filmes,Distribuição Nacional,199.0,769.0
969,2018,Górgona,Documentário,Brasil,Brasileira,Espaço Filmes,Distribuição Nacional,224.0,4189.0
970,2018,Halloween,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1122367.0,15857255.0
971,2018,Han Solo: Uma Historia Star Wars,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,703668.0,13028042.0
972,2018,Hannah,Ficção,"Bélgica, França, Itália",Estrangeira,Zeta Filmes,Distribuição Nacional,12101.0,177232.0
973,2018,Hare Krishna ? O Mantra,Documentário,Estados Unidos,Estrangeira,Cinecolor Do Brasil,Distribuição Nacional,2493.0,53324.0
974,2018,Heartstone,Ficção,"Dinamarca, Islândia",Estrangeira,Filmes Da Mostra,Distribuição Nacional,19.0,245.0
975,2018,Henfil,Documentário,Brasil,Brasileira,O2 Play,Distribuição Nacional,2116.0,29591.0
976,2018,Hereditário,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,253611.0,3628444.0
977,2018,Hilda Hilst Pede Contato,Documentário,Brasil,Brasileira,Imovision,Distribuição Nacional,3936.0,53086.0
978,2018,Hiroshima Meu Amor,Ficção,"França, Japão",Estrangeira,Zeta Filmes,Distribuição Nacional,113.0,1013.0
979,2018,Historietas Assombradas - O Filme*,Animação,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,125.0,743.0
980,2018,História Antes De Uma História,Animação,Brasil,Brasileira,Polifilmes/Spcine,Distribuição Nacional,113.0,1130.0
981,2018,Histórias de Amor que Não Pertencem a Este Mundo*,Ficção,Itália,Estrangeira,Alphaville Filmes,Distribuição Nacional,593.0,7428.0
982,2018,Histórias Que Nosso Cinema (Não) Contava,Documentário,Brasil,Brasileira,Boulevard Filmes,Distribuição Nacional,3892.0,46222.0
983,2018,Homem-Formiga E A Vespa,Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,3257029.0,50051271.0
984,2018,Horas De Verão,Ficção,França,Estrangeira,Filmes Da Mostra,Distribuição Nacional,78.0,704.0
985,2018,Hotel Artemis,Ficção,"Estados Unidos, Reino Unido",Estrangeira,Diamond Films,Distribuição Nacional,23575.0,448660.0
986,2018,Hotel Transilvânia 3: Férias Monstruosas,Animação,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,5375364.0,74786196.0
987,2018,Human Flow - Não Existe Lar Se Não Há Para Onde Ir,Documentário,Alemanha,Estrangeira,Paris,Distribuição Nacional,345.0,2971.0
988,2018,"Híbridos, Os Espíritos Do Brasil",Documentário,"Brasil, França",Brasileira,Descoloniza Filmes,Distribuição Nacional,1420.0,22841.0
989,2018,Ida,Ficção,Polônia,Estrangeira,Zeta Filmes,Distribuição Nacional,2.0,47.0
990,2018,Ilha Dos Cachorros,Animação,"Alemanha, Estados Unidos",Estrangeira,Fox,Distribuição Internacional,23588.0,431723.0
991,2018,Imagens Do Estado Novo 1937-45,Documentário,Brasil,Brasileira,Brasil 1500,Distribuição Nacional,2701.0,39625.0
992,2018,Infiltrado Na Klan,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,129939.0,2596693.0
993,2018,Intimidade Entre Estranhos,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,4017.0,63364.0
994,2018,Invisível,Ficção,"Argentina, Brasil, Uruguai",Brasileira,Vitrine Filmes,Distribuição Nacional,122.0,788.0
995,2018,Isto (Não) É Um Assalto,Documentário,Brasil,Brasileira,Kinopus,Distribuição Nacional,1067.0,10261.0
996,2018,Jesus - A Esperança*,Ficção,Brasil,Brasileira,Moro Comunicação,Distribuição Nacional,0.0,0.0
997,2018,Joaquim,Ficção,"Portugal, Brasil",Brasileira,Imovision,Distribuição Nacional,23.0,175.0
998,2018,Jogador Nº1,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1157305.0,20037792.0
999,2018,Jogos Mortais: Jigsaw*,Ficção,"Canadá, Estados Unidos",Estrangeira,Paris,Distribuição Nacional,3332.0,29444.0
1000,2018,John Wick – Um Novo Dia Para Matar,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,16.0,112.0
1001,2018,Johnny English 3.0,Ficção,Reino Unido,Estrangeira,Universal,Distribuição Internacional,122707.0,1831162.0
1002,2018,Jonas E O Circo Sem Lona,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,157.0,606.0
1003,2018,Jovem Mulher*,Ficção,França,Estrangeira,Zeta Filmes,Distribuição Nacional,2862.0,35536.0
1004,2018,Jovens Titãs Em Ação! Nos Cinemas,Animação,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1012555.0,13786217.0
1005,2018,"Juliet, Nua E Crua",Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,9602.0,158576.0
1006,2018,Julieta,Ficção,Espanha,Estrangeira,Universal,Distribuição Internacional,1.0,52.0
1007,2018,Jumanji: Bem-Vindo à Selva*,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,4515253.0,70389302.0
1008,2018,Jurassic Park - O Parque Dos Dinossauros,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,6180.0,92117.0
1009,2018,Jurassic World - Reino Ameaçado,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,5258742.0,80619075.0
1010,2018,Jurassic World: O Mundo Dos Dinossauros,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,2506.0,62812.0
1011,2018,Kin,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,3639.0,70931.0
1012,2018,Lady Bird - A Hora De Voar,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,103442.0,1852674.0
1013,2018,Lamparina Da Aurora,Ficção,Brasil,Brasileira,Lume Produções Cinematográficas,Distribuição Nacional,66.0,450.0
1014,2018,Legalize Já - Amizade Nunca Morre,Ficção,Brasil,Brasileira,Imagem,Distribuição Nacional,36251.0,533139.0
1015,2018,Lego Batman,Animação,"Dinamarca, Estados Unidos",Estrangeira,Warner,Distribuição Internacional,40.0,472.0
1016,2018,Lego Ninjago - O Filme,Animação,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,105.0,1339.0
1017,2018,Leto,Ficção,"França, Rússia",Estrangeira,Imovision,Distribuição Nacional,2155.0,33317.0
1018,2018,Liga da Justiça*,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,154448.0,2452497.0
1019,2018,Limites,Ficção,"Canadá, Estados Unidos",Estrangeira,Sony,Distribuição Internacional,12246.0,221444.0
1020,2018,Lino - Uma Aventura de Sete Vidas*,Animação,Brasil,Brasileira,Fox,Distribuição Internacional,50.0,250.0
1021,2018,Literalmente Especiais,Documentário,Brasil,Brasileira,Latinamerica Entretenimento Internacional,Distribuição Nacional,295.0,3033.0
1022,2018,Lizzie,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,33.0,580.0
1023,2018,Lola Pater*,Ficção,"Bélgica, França",Estrangeira,Imovision,Distribuição Nacional,235.0,2269.0
1024,2018,Los Territorios,Documentário,"Argentina, Brasil",Brasileira,Vitrine Filmes,Distribuição Nacional,864.0,8504.0
1025,2018,Lou,Ficção,"Alemanha, Áustria, Itália, Suíça",Estrangeira,Cineart Filmes,Distribuição Nacional,44685.0,647247.0
1026,2018,Lua De Júpiter,Ficção,"Alemanha, Hungria",Estrangeira,Imovision,Distribuição Nacional,3908.0,64897.0
1027,2018,Lucky*,Ficção,Estados Unidos,Estrangeira,Imovision,Distribuição Nacional,2191.0,28169.0
1028,2018,Lumière! A Aventura Começa*,Documentário,França,Estrangeira,Imovision,Distribuição Nacional,1814.0,22317.0
1029,2018,Lámen Shop,Ficção,"Cingapura, França, Japão",Estrangeira,Imovision,Distribuição Nacional,15051.0,249586.0
1030,2018,Macaco Tião - O Candidato do Povo*,Documentário,Brasil,Brasileira,Pipa Produções,Distribuição Nacional,0.0,0.0
1031,2018,Madame,Ficção,França,Estrangeira,Califórnia,Distribuição Nacional,41403.0,739778.0
1032,2018,Mamma Mia! Lá Vamos Nós De Novo,Ficção,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,801037.0,14030706.0
1033,2018,Manifesto*,Ficção,Alemanha,Estrangeira,Alphaville Filmes,Distribuição Nacional,242.0,2124.0
1034,2018,Marcha Cega,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,900.0,6692.0
1035,2018,Marcos Medeiros - Codinome Vampiro,Documentário,Brasil,Brasileira,Cavideo Produções,Distribuição Nacional,117.0,1615.0
1036,2018,Mare Nostrum,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,1950.0,25177.0
1037,2018,Maria - Não Esqueça Que Eu Venho Dos Trópicos,Documentário,Brasil,Brasileira,Pandora Filmes,Distribuição Nacional,101.0,354.0
1038,2018,Maria Callas - Em Suas Próprias Palavras,Documentário,França,Estrangeira,Imovision,Distribuição Nacional,14985.0,252155.0
1039,2018,Maria Madalena,Ficção,Reino Unido,Estrangeira,Universal,Distribuição Internacional,201281.0,3198096.0
1040,2018,Martírio,Documentário,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,22.0,153.0
1041,2018,Marvin,Ficção,França,Estrangeira,Mares Filmes/A2 Filmes,Distribuição Nacional,13566.0,206241.0
1042,2018,Mata Negra,Ficção,Brasil,Brasileira,Elo Company,Distribuição Nacional,873.0,8561.0
1043,2018,Maze Runner: A Cura Mortal,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,1444963.0,22673859.0
1044,2018,Mazinger Z - Infinity,Animação,Japão,Estrangeira,Diamond Films,Distribuição Nacional,778.0,12689.0
1045,2018,Me Chame Pelo Seu Nome,Ficção,"Brasil, Estados Unidos, França, Itália",Estrangeira,Sony,Distribuição Internacional,172365.0,2985467.0
1046,2018,Medo Profundo,Ficção,"Estados Unidos, Reino Unido, República Dominicana",Estrangeira,Playarte,Distribuição Nacional,52716.0,719140.0
1047,2018,Medo Viral,Ficção,Estados Unidos,Estrangeira,Fênix Filmes,Distribuição Nacional,3421.0,50564.0
1048,2018,Megatubarão,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1882462.0,29378599.0
1049,2018,Memória Italiana - Histórias Em Família,Documentário,Brasil,Brasileira,Latinamerica Entretenimento Internacional,Distribuição Nacional,77.0,854.0
1050,2018,Memórias De Uma Escola,Documentário,Brasil,Brasileira,Latinamerica Entretenimento Internacional,Distribuição Nacional,275.0,2834.0
1051,2018,Mentes Sombrias,Ficção,Estados Unidos,Estrangeira,Fox,Distribuição Internacional,176557.0,2488303.0
1052,2018,Meu Amigo Vampiro,Animação,"Alemanha, Dinamarca, Holanda, Reino Unido",Estrangeira,Playarte,Distribuição Nacional,119554.0,1676300.0
1053,2018,"Meu Amigo, O Dragão",Ficção,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,166.0,4359.0
1054,2018,Meu Anjo,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,6677.0,108146.0
1055,2018,Meu Corpo é Político,Documentário,Brasil,Brasileira,Olhar Distribuição,Distribuição Nacional,52.0,285.0
1056,2018,Meu Ex É Um Espião,Ficção,Estados Unidos,Estrangeira,Paris,Distribuição Nacional,155502.0,2283553.0
1057,2018,Meu Malvado Favorito,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1233.0,12284.0
1058,2018,Meu Malvado Favorito 2,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,1412.0,15750.0
1059,2018,Meu Malvado Favorito 3,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,7114.0,66589.0
1060,2018,Meu Querido Filho,Ficção,"Bélgica, França, Qatar, Tunísia",Estrangeira,Pandora Filmes,Distribuição Nacional,105.0,788.0
1061,2018,Meu Tio E O Joelho De Porco,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,475.0,4140.0
1062,2018,Meu Tricolor De Aço,Documentário,Brasil,Brasileira,Estação Luz Filmes,Distribuição Nacional,9541.0,141001.0
1063,2018,Millennium - A Garota Na Teia De Aranha,Ficção,Estados Unidos,Estrangeira,Sony,Distribuição Internacional,192578.0,3271907.0
1064,2018,Mimosas*,Ficção,"Espanha, França, Marrocos, Qatar",Estrangeira,Pandora Filmes,Distribuição Nacional,36.0,468.0
1065,2018,Minas Do Futebol,Documentário,Brasil,Brasileira,Paris,Distribuição Nacional,41.0,556.0
1066,2018,Minha Amiga Do Parque,Ficção,"Argentina, Uruguai",Estrangeira,Descoloniza Filmes,Distribuição Nacional,2053.0,29129.0
1067,2018,Minha Filha,Ficção,Itália,Estrangeira,Imovision,Distribuição Nacional,8063.0,126746.0
1068,2018,Minha Vida Em Marte,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,925411.0,14715902.0
1069,2018,Minions,Animação,Estados Unidos,Estrangeira,Universal,Distribuição Internacional,3493.0,32498.0
1070,2018,Missão 115,Documentário,Brasil,Brasileira,Bretz Filmes,Distribuição Nacional,1467.0,20520.0
1071,2018,Missão Cegonha,Animação,"Alemanha, Bélgica, Estados Unidos, Luxemburgo, Noruega",Estrangeira,Playarte,Distribuição Nacional,899.0,6729.0
1072,2018,Missão: Impossível - Efeito Fallout,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,2550784.0,44626592.0
1073,2018,Moacir,Documentário,"Argentina, Brasil",Brasileira,Miração Filmes,Distribuição Nacional,375.0,4298.0
1074,2018,Moana - Um Mar De Aventuras,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,1939.0,14772.0
1075,2018,Monsieur & Madame Adelman,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,41.0,610.0
1076,2018,Moonlight - Sob A Luz Do Luar,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,183.0,2050.0
1077,2018,Morangos Silvestres,Ficção,Suécia,Estrangeira,F. J. Cines,Distribuição Nacional,147.0,1342.0
1078,2018,Morangos Silvestres,Ficção,Suécia,Estrangeira,F. J. Cines,Distribuição Nacional,494.0,7073.0
1079,2018,Motorrad,Ficção,Brasil,Brasileira,Warner,Distribuição Internacional,10493.0,141413.0
1080,2018,Mudbound - Lágrimas Sobre O Mississipi,Ficção,Estados Unidos,Estrangeira,Diamond Films,Distribuição Nacional,11975.0,171328.0
1081,2018,Muito Romântico,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,6.0,42.0
1082,2018,Mulher Do Pai,Ficção,"Brasil, Uruguai",Brasileira,Vitrine Filmes,Distribuição Nacional,268.0,1440.0
1083,2018,Mulheres Alteradas,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,92607.0,1440179.0
1084,2018,Mulheres Divinas*,Ficção,Suíça,Estrangeira,Alphaville Filmes,Distribuição Nacional,2582.0,29721.0
1085,2018,Mulher-Maravilha,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1408.0,10586.0
1086,2018,Mulholland Drive - Cidade dos Sonhos,Ficção,"Estados Unidos, França",Estrangeira,Zeta Filmes,Distribuição Nacional,83.0,737.0
1087,2018,Museu,Ficção,México,Estrangeira,Supo Mungam Films,Distribuição Nacional,12265.0,197078.0
1088,2018,"My Name Is Now, Elza Soares",Documentário,Brasil,Brasileira,It Filmes,Distribuição Nacional,2836.0,43868.0
1089,2018,Mãe!,Ficção,Estados Unidos,Estrangeira,Paramount,Distribuição Internacional,117.0,861.0
1090,2018,Nada A Perder,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,12184373.0,120992794.0
1091,2018,Nasce Uma Estrela,Ficção,Estados Unidos,Estrangeira,Warner,Distribuição Internacional,1398971.0,25211408.0
1092,2018,"Nico, 1988",Ficção,"Bélgica, Itália",Estrangeira,Supo Mungam Films,Distribuição Nacional,3467.0,50697.0
1093,2018,Ninguém Está Olhando*,Ficção,"Argentina, Brasil, Colômbia",Brasileira,Vitrine Filmes,Distribuição Nacional,198.0,1384.0
1094,2018,No Intenso Agora*,Documentário,Brasil,Brasileira,Videofilmes,Distribuição Nacional,3206.0,45993.0
1095,2018,No Olho Do Furacão,Ficção,Estados Unidos,Estrangeira,Imagem/Califórnia,Distribuição Nacional,222792.0,3084705.0
1096,2018,Nos Vemos No Paraíso,Ficção,França,Estrangeira,Pandora Filmes,Distribuição Nacional,9108.0,136110.0
1097,2018,Nossa Irmã Mais Nova,Ficção,Japão,Estrangeira,Imovision,Distribuição Nacional,161.0,1428.0
1098,2018,Nova Amsterdam,Ficção,Brasil,Brasileira,Engady Cine Vídeo,Distribuição Nacional,340.0,4323.0
1099,2018,Não Devore Meu Coração,Ficção,Brasil,Brasileira,Tucumán,Distribuição Nacional,14.0,269.0
1100,2018,Não Se Aceitam Devoluções,Ficção,Brasil,Brasileira,Fox,Distribuição Internacional,292740.0,4182222.0
1101,2018,Nós Somos As Melhores,Ficção,Suécia,Estrangeira,Zeta Filmes,Distribuição Nacional,28.0,236.0
1102,2018,O Amante Duplo,Ficção,"Bélgica, França",Estrangeira,Califórnia,Distribuição Nacional,28086.0,461009.0
1103,2018,O Animal Cordial,Ficção,Brasil,Brasileira,Califórnia,Distribuição Nacional,8517.0,121650.0
1104,2018,O Animal Sonhado,Ficção,Brasil,Brasileira,Olhar Distribuição,Distribuição Nacional,117.0,994.0
1105,2018,O Avental Rosa,Ficção,Brasil,Brasileira,Accorde Audiovisuais,Distribuição Nacional,126.0,800.0
1106,2018,O Banquete,Ficção,Brasil,Brasileira,Imovision,Distribuição Nacional,10052.0,167525.0
1107,2018,O Beijo No Asfalto,Ficção,Brasil,Brasileira,Arthouse,Distribuição Nacional,7902.0,112859.0
1108,2018,O Bom Dinossauro,Animação,Estados Unidos,Estrangeira,Disney,Distribuição Internacional,31.0,1038.0
1109,2018,O Botão De Pérola,Documentário,"Chile, Espanha, França, Suíça",Estrangeira,Filmes Da Mostra,Distribuição Nacional,28.0,390.0
1110,2018,O Caminho Dos Sonhos,Ficção,Alemanha,Estrangeira,Zeta Filmes,Distribuição Nacional,984.0,12078.0
1111,2018,O Candidato Honesto 2,Ficção,Brasil,Brasileira,Downtown/Paris,Distribuição Nacional,580568.0,8363263.0
1112,2018,O Caso Do Homem Errado,Documentário,Brasil,Brasileira,Interagir Cultural,Distribuição Nacional,1207.0,10797.0
1113,2018,O Chamado Do Mal,Ficção,Estados Unidos,Estrangeira,Imagem,Distribuição Nacional,191621.0,2649974.0
1114,2018,O Cidadão Ilustre,Ficção,Argentina,Estrangeira,Cineart Filmes,Distribuição Nacional,50.0,408.0
1115,2018,O Colar De Coralina,Ficção,Brasil,Brasileira,O2 Play,Distribuição Nacional,2845.0,32614.0
1116,2018,O Confeiteiro,Ficção,"Alemanha, Israel",Estrangeira,Imovision,Distribuição Nacional,6558.0,115583.0
1117,2018,O Cravo E A Rosa - O Documentário,Documentário,Brasil,Brasileira,Nozes Produções,Distribuição Nacional,6.0,70.0
1118,2018,O Desmonte Do Monte,Documentário,Brasil,Brasileira,Mercúrio Produções,Distribuição Nacional,5121.0,69773.0
1119,2018,O Destino De Uma Nação,Ficção,Reino Unido,Estrangeira,Universal,Distribuição Internacional,408928.0,8321115.0
1120,2018,O Dia Depois,Ficção,Coréia do Sul,Estrangeira,Pandora Filmes,Distribuição Nacional,4869.0,70250.0
1121,2018,O Doutrinador - O Filme,Ficção,Brasil,Brasileira,Downtown,Distribuição Nacional,276658.0,3933475.0
1122,2018,O Estrangeiro,Ficção,"China, Estados Unidos, Reino Unido",Estrangeira,Diamond Films,Distribuição Nacional,84880.0,1220012.0
1123,2018,O Fantasma Da Sicília,Ficção,"França, Itália, Suíça",Estrangeira,Pandora Filmes,Distribuição Nacional,13.0,171.0
1124,2018,O Fantástico Patinho Feio,Documentário,Brasil,Brasileira,Elo Company,Distribuição Nacional,596.0,5714.0
1125,2018,O Filho De Joseph,Ficção,"Bélgica, França",Estrangeira,Supo Mungam Films,Distribuição Nacional,68.0,765.0
1126,2018,O Filho Uruguaio,Ficção,França,Estrangeira,Bonfilm,Distribuição Nacional,3515.0,48477.0
1127,2018,O Filme Da Minha Vida,Ficção,Brasil,Brasileira,Vitrine Filmes,Distribuição Nacional,226.0,1021.0
1128,2018,O Formidável*,Ficção,França,Estrangeira,Imovision,Distribuição Nacional,30.0,245.0
